"censusYear","zone","Channel Islands","UK part not specified","Irish Republic","China","South Africa","Africa other","Caribbean","South America","Other Middle East","Other East Asia","Other Europe","Rest of World","England","Scotland","Wales","Northern Ireland","Australia","Canada","New Zealand","Kenya","Zimbabwe","Nigeria","Bangladesh","India","Pakistan","Hong Kong","Malaysia","Singapore","France","Germany","Greece","Italy","Netherlands","Spain","Poland","Romania","Turkey","United States","Iran"
2011,"6229CW",1.05319735533886,0,52.361286051806,82.9558593716951,32.1118688997899,33.0409209038672,2.1085756548234,21.8028187494364,62.745806484629,10.4896271017936,73.1668507839296,100.566687680411,929.080123963506,8296.66395044779,33.6173226385089,79.7517985541464,29.4363629951772,16.2044535222563,5.04958140716369,12.9977218384161,13.0148346742254,23.2773277061139,9.64346577790885,89.2949553210601,69.897707584246,58.0746673643985,27.1247587669631,8.36314481776452,22.7670054864672,57.1662231802085,4.0326716509124,30.3723980335144,11.5893347419151,20.0000003494573,155.925200210012,8.0000142347153,12.3544843127656,39.1619560648094,17.9954391669608
2011,"6229CX",0.92740260869681,1,44.4851076736163,63.8127606192956,13.855211768645,33.2306205870109,3.00281008141441,7.87766892749732,86.5554743821624,17.8868656196651,51.573133430021,128.248820599884,534.821023258345,7178.65961908224,23.8822354535439,39.8866985550209,10.1060376953048,8.0322761998237,6.74927889663546,2.92499687330279,26.9334904743407,21.9607498482647,14.3581476341317,99.8545547407334,49.8813964425,39.0125738155034,8.8404404765444,1.99874626401511,9.2694183063952,52.7140995653473,5.054510270076,13.7858672142014,9.8475276388674,12.9930179772613,181.689488859886,4.9999988403606,16.0635927751351,20.7565222557306,5.00456083303924
2011,"6229CY",1.07259739130319,0.99999999162382,43.8259653282469,41.9478106950497,19.9869789993705,27.0557034765355,6.99978712535248,14.8033371445391,48.0351661811387,14.1131336548118,60.9615771086509,94.8294184147217,602.605245136597,7988.61590082767,26.3346465045467,62.9265442250612,4.3119117178856,14.2742871442144,8.8936521360727,5.07988607270024,19.0551698590238,27.4540181674472,6.00529800633699,62.8392611687518,53.201983241985,35.4022366403316,6.9433411492125,9.00125025385656,8.9240609848319,47.4903772004265,4.9341520001907,14.2031565153112,6.9999999996922,10.0674724128897,177.905869675164,10.9999857652847,21.9363975284157,26.3619895076566,5.00053052807233
2011,"6229DF",0.00264341419414,1.01356401830138,12.7554619502557,6.2377061510251,7.53823029571341,8.8892785851679,2,8.95379377128688,4.9989165063574,1,14.57030667495,12.0546366082585,323.380197471056,2558.7607756067,15.4004436938948,37.3384608368277,10.0403136564835,9.9882456293044,4.02970929622484,2.00100415301306,2.0031983387368,5.03932183674,2.75702061031886,5.0863267761162,8.004203334746,3.317754053056,3.8775530801706,1.00050207650653,2.5424608395338,10.3676784048321,2.9999998358357,1.0040722858466,0.8785103051594,0.007323755972,14.95077522969,0,0,6.2402730601916,0.87851030515943
2011,"6229DG",0,0,19.1189144899322,2.0000461274632,12.4426756463418,1.1464951993904,0,3.95779603675607,0.9998578791375,7,13.833660948274,7.9577960367561,324.282909272009,3178.71847265388,15.0000461274632,36.9882022226903,13.1787999269473,2.9998578791375,3.95779603675607,1.99985787913751,2,1.9577965337595,4.24272037400463,1.0073185735372,2,2.0001882483257,2.1213601870023,1.99985787913751,1.1172209097521,17.3999923983033,0.0000001641643,3,1.3430608344733,0.0016488649641,15.001364623239,3,0.00000000451062,6.2211921385169,1.12136018700232
2011,"6229DH",3.00000062540513,0,54.9940895743788,1.0000176652623,36.5429700641737,21.0000005015057,6.99405886632008,4,11.0000197479781,4.0000002136392,52.0070527651377,20.0000300663792,1069.58472069751,7669.11974707212,48.9940793032916,137.843982079898,18.7640337383986,11.0000764761899,14.0000005015057,3.00001766526227,10,4.0101254955416,0,11.9881193223692,3.000002386778,11.0000016436271,2.0000031879895,10.0015139505081,16.0101574234552,66.5470789604651,4,7.0000027326133,7.7686135648141,5.0001371050219,47.000172328878,0,5.01012549554164,34.7700115549005,5.00000138623108
2011,"6230AD",0.99999981564228,0.00000312693288,7.6726029740026,0.0000012284433,9.11703011160411,4.3256144056895,0.8817635177426,1.00000008169095,1.0001841697718,0.009578197913,8.7934676512125,10.2422767878249,296.903093497835,2339.10953075296,14.8811388199026,22.4849734782255,5.0361930921439,2.3732396678659,3.21958446121328,2.00029613884145,2.1812530824643,0.0145596526161,0,2.1678541150716,4.589840846609,6.8216662156846,1.0000031269329,1.500047044556,1.7658649621388,11.7366729470006,2.4026440466407,2.0158909762506,2.1981379028073,2.0145602129524,9.613796784094,0,0.99999925826104,7.8973747232257,0
2011,"6230AE",0.00000018435772,1,22.5502814172654,1.0632940513477,2.64751272598158,2.9631093420119,2.96917835489956,5.02530011825398,1.9999984556396,0,24.2703067229491,21.3153007348929,260.020127109793,4859.98199992769,13.2197597557635,23.8566914909271,6.9972382918104,5.316373901987,1.03044083965992,4.06275595458382,0.00000072439758,0,0,14.5477651982067,20.930329368834,1.0366801164087,0.0047243402054,1.0000003744218,1.1017605208173,12.3292478285967,0.5973566777569,6.0271405457338,4.9827501421838,3.0047240422982,17.462779573565,0,0.00000074173896,4.7433701136483,0
2011,"6230AF",1,1,27.4335793245619,0.936704720462,16.8117347447387,5.9526775778512,1.0000004904922,6.42482062942782,2,0,29.0354089304246,37.6087859533315,496.829400031551,8316.12566292441,24.5932283707795,42.1615717559589,10.9766958317787,15.708817955563,5.90173928609781,2.93705458577174,8.99999928677813,0,11.0000000083699,23.2098436259149,34.062050687584,5.1327782097203,7.5161426810299,1,5.925661997482,34.5245162820568,0.9999992756024,6.2094251558938,5.9526596751371,6.4490499341023,18.385239281664,1,4,10.6735014892119,4
2011,"6230AG",0,0.98856239107815,18.0744341915038,5,10.1238675613671,11.0924687080669,0,7.01439980865883,3,4,18.6409048119001,18.0143998086588,338.808193701521,4894.19552151715,9.4068741705287,25.8397020873473,6.9850425436275,9.0203665583723,2,0,2,0.9993423836012,0,6.9897751737512,5.981687833261,5.9993425181267,0.9597204869402,0.99268975580759,7.0992449044988,28.9491418111748,0,6.1238695394064,10.9999996374722,0,13.012426462409,3.9980271508035,1,13.3801261155533,0
2011,"6230AJ",0.01521463219831,1,18.2949145521336,4.9369868877914,10.9961969225265,8.0692261136821,3.00795112419647,2.00628422196069,2.0222077526821,2.0318152869597,30.1941447228092,16.2171170759407,307.176841688801,4992.65859235368,21.0543743590471,25.20119132293,9.1710949489165,4.8500315802968,3.9835019957629,2.01187943830422,9.93908508818114,2.9037109010761,0.99979974991384,11.1363369296897,8.005182256927,8.0060532106397,0.0010355894346,1.04223748569676,4.0948030427437,22.7766129767989,1.0212216493961,4.0149183609018,1.9970136785356,6.0332898254254,30.024472897822,2.0034582815515,3.00400585098834,6.9817459416019,0.99350788445121
2011,"6230AK",0,0,25.0373730089382,9.0067357653848,21.3596095958831,12.0037655282817,1,2.00560588431017,3.0000466548387,0,35.2564939955117,13.0573637458135,356.252452406705,5834.72789831189,14.9509414393033,32.8567805034138,10.841318672066,4.9999984646617,1.00062103723602,6.0030923078334,5.01639570040694,2.0182347885019,2.10708379770201,12.2013082744322,10.999999611259,4.107083797702,3.1070827897944,3.00423397093836,0.9896759173286,37.1774134833429,0.2439223422939,2.0021855155801,1.2493918756324,1.0037206721574,56.432954841312,5,4.99999849855671,5.9767383871707,0
2011,"6230AL",1,0.99999687306712,14.8167540484932,3.1008344659539,9.97970265688935,4.9911194885393,0,1.99891726911866,2.0063108241532,0.990421802087,15.1988882756299,11.212514753466,336.714907322985,2662.42472911569,13.0315924868937,35.324078274741,3.9904107753408,1.9999988550001,7.54956261691254,4.98927055000541,2.05106973014478,0.0815125919735,0.21505741278889,5.7179303887194,9.917827396369,1.2244699269068,1.6941872729906,0,5.9831989073212,11.6085928151944,0.7625275589044,5.7740524910334,1.8013464540771,2.5462238926829,7.215882449393,3,0,10.8036912517658,0.00649211554879
2011,"6230AM",1,2.05443013107094,19.540231740745,7.6050263661465,15.2236015569468,2.0086677804102,1,7.54404575233059,2.1932837071501,0.0701071448869,22.8750354211556,8.9074304045855,382.58975710803,6365.56165678117,16.4704829489071,26.6260260350393,6.0701074640762,6.9455557295559,3.54404906001425,2.00000252935215,4.00000137353088,0,0.67739726075571,6.1243717811393,2.000000397279,4.0444304546912,0.6773972607557,3.00000003854993,2.9543316960645,23.2875061128686,3.0175552181883,7.7442477142485,1.2911327586944,5.0000015705802,32.648026053052,2,1.00000150144329,9.1331492877084,0
2011,"6230AN",1.99999977894396,0.00000611802029,17.004964893309,5.3949736338535,11.0490032953341,11.0252038369039,0.99999967996763,2.02534878523892,5.9999995023793,0,19.740651091332,8.0176833311148,290.80608504942,5692.24232834242,16.0256659929989,26.8403315222784,4.0253479233128,3.0544459515795,0,5.99999908779134,3.99999942001659,0,0.00046149994999,5.0000000072032,8,0.8267102956938,1.00046149995,4.02534888421526,1.0710174477567,30.7893128886183,2.9824444136319,5.254807939023,1.8516101370557,1,99.996642868561,0,2.99999955788793,6.982747426172,1
2011,"6230AP",1.99758394951171,0.9453636171291,24.9478238435829,2,12.0109387950697,6.00642010309,0.99999983131079,4.00871495025762,0.8067167904566,2.9298928551131,34.7871073833819,16.0081872000561,484.008244176421,7160.51023375611,10.9709271100613,35.007975246586,5.932414177831,7.00215621406,5.00790696133833,6.99999857647901,6.00573920597043,1.0007209397548,1.00000011201481,5.0161250960126,4.001573856788,5.8040322022311,3.0000001120148,5.00337567902044,1.0049498760968,31.9348146918186,0,12.0067846204591,5.8895839018415,2,46.728618196446,1,2,7.0176573403469,0.99999966690608
2011,"6230AQ",0,0,15.1199181128922,0,2.64901041682613,3.7208549559488,0.14905780555486,0,0,0,6.8761113284788,2.2751944854925,84.331471869074,996.85644550106,2.2378092030545,3.8990319537512,0.9999979617355,0.0000000000034,0.74997645513634,2.99990555992097,0.62618434968097,0.9854403473839,0,0.000000169754,1.499952920468,0.0000001686892,1,2.4999525810222,1,1.6261838697315,0,0.7499765586695,0.6261841468207,0.9854403473839,7.499930493324,0,0,0.6261841338225,0
2011,"6230AR",0,0.01143760892185,17.6561332428203,8.6590941244944,8.27562022877056,4.9458984483285,0.00825514717425,1.71547826451382,0.0011240567498,0.0686281728357,14.4170695903926,9.8917199144831,321.534744991836,3023.72442039352,9.8959847808461,21.8548428002858,7.0022615888112,6.9453052802725,7.00994150980059,2.827599088024,2.19520501979899,0.0006576163988,1.00455462540327,11.7976467097252,5.018311669685,3.0029192052101,1.0414035698096,1.01328807866502,2.0388576165544,15.7666082494337,0.0000491717166,0.9976349300834,4.1072907349839,2.0000491717166,14.71745106404,1.0019728491965,0,10.7641474297592,0.03325487246499
2011,"6230AS",1.00000003199839,1.33144105784365,14.2154032589682,0.1159066230621,13.4129517081493,7.0012924259731,1,3.00436059986944,2.9811972379392,0,21.7964097915061,8.9982316006099,454.809484690488,5404.10755113291,10.9772993567079,53.089434762436,1.1310683032558,6.9666099535381,0.02972970345714,1.03420376843577,0.00017402769191,1.0000004310498,2.9811972379392,8.9641658462966,6.941691700397,4.0065961267027,2.0010882657702,3.10974346270315,4.2818523963207,31.7955447628539,0.0000000094265,4.1932143199589,9.0185200735988,3.0054768165895,14.009644120876,5.9623944758784,2,5.0211406542356,0
2011,"6230AT",2,2.66855894215635,8.9654494782486,2.9995177611938,10.2241931562275,3.9548360303633,0.00151891124881,2.92452108843293,0.0188027620608,0.0000000395256,20.2516294434619,6.0039175788573,395.062285510724,3331.69691270282,9.0101920880113,29.2347260469825,2.9090992868319,12.059969273446,2.99007819004598,4.61236646709719,0.00151891124881,0.0000001032275,0.02184058455843,7.0201455100078,1.000007334876,1.0000000369367,3.0097898012549,2.8844835338192,5.9725378067075,22.8778322753192,1.2971424168291,5.9667813990706,0.0105788488889,2.9757358253306,3.98198483836,0.0376055241216,0,11.9805357365949,0
2011,"6230AU",0,1,14.8163704790979,2.2266095899234,24.1020433093208,5.0380449471406,9,6.07547881222721,2,1.9352371195335,43.92086391098,52.0325077489649,534.629759296595,5794.48255081653,21.9964878819608,40.646408500278,9.999142433761,11.9122959578328,4.00001994052989,12.5197357860871,6.99999968129422,5.9999994657227,3,4.9486212166931,6.061599028079,4.0002924528694,0,7.00577300347766,9.761304838597,58.4446260780044,1.7023853146296,2.8401778466878,3.0000019737079,7.0050447725317,2.014489073261,3,0,10.0427755937037,1
2011,"6230AW",0.00000022105604,0.00020013377967,7.5724688343105,0,9.91999457577578,0.9775374486415,2.00000032003237,2.95983994699028,0.9927122554955,0,5.9343995442908,3.9621997856032,180.832858535522,1410.13524338406,3.9430947846112,6.0608104485122,5.9766587486874,6.0122827235615,1.98682135235142,2.00541668566727,3.99077242099468,0.0065998577563,0.99849677659072,0.0077158475402,0.988324556633,0.0000000191276,1.9984967765907,2.96528264210102,2.9691439263294,3.9947973208269,0.0000003681798,0.989002420558,0.9713378200718,0.0018304515602,0.004040363199,6,0.00000044211207,2.0191000061001,0.00000033309392
2011,"6231AA",0,1.02135907495787,9.8501888103208,2.5465916945676,8.67953286145003,2.0019738270865,1.00014392965841,2.65915452147275,3.0000040040042,1,14.6858628032267,6.187410741575,277.993762778801,2168.17170323845,9.7672304472778,26.7620700890154,7.7386942587732,4.8486837928386,2.00206642635604,1.88496376626497,0.82835541700019,0.5746501686614,1.00028785931683,2.783443115363,4.002045465951,2.8251250603917,1.8283058731598,3.846705961748,4.5109091671264,21.2225628904834,3,0.0087821715486,1.9770983799779,1.5106766422026,25.688951483625,0,1,7.4961812166312,0
2011,"6231AC",1.99999882464154,0,22.6547832800745,1,12.0080701980296,6,0,2,4,1,31.8773389536403,6.1547297888928,301.35719688736,5613.43586780924,4.0322910105708,25.3871215925202,2.9999994123208,1.9999994123208,4.07736489444642,1,2.01390720983537,1,0,6.787377610807,2.19173937315,3,1.9993287383541,2.86855585153275,0.0139072098354,28.7835084146269,0,0,0,0,123.001070343379,0,0,7.2463596386294,1
2011,"6231AD",1,0,18.27499576905,2.9941686704548,13.9999993988791,7.981862414342,0,1.00716981312927,2,5.0467558182747,24.9495822943294,6.0075879337164,398.291181576676,7549.5846460038,16.9930066005273,49.5698736400347,4.1604648023594,4.0004187789755,4.99999989947103,3.00536123804619,1,0,0,14.9984061093385,18.819371704675,4.0725014260608,2.9999993734314,0.99999969943957,1,25.0668499106095,1,5.9999901268697,4.0030475720322,5.9999776653804,57.305074425884,0,1.03810184383309,3.0063635924167,0
2011,"6231AE",2.0004172231108,0,8.0958390475675,1.0676166701122,4.82983856308242,6.0181357011652,0,0,1,0.9532441817253,6.9541486202684,9.0000012531372,233.21811912059,4966.2443071556,6.8186634319889,17.936902913606,3,3.0000059005845,0,0,1,0.0005522425118,0,3.0034158155536,10.716073533651,1.1352333402244,0.0000006265686,0,1.0057186676363,15.8055451376049,0,1.6735656607451,0,1.0956918564957,52.019151053579,0,0.00000001205584,1.0007342862501,0
2011,"6231AF",0,2,8.8241752854675,2.9189698030949,15.1261975437991,3.9926742684126,1,2.99283018687073,5,0,12.1666266975187,8.0917513615356,267.67825450078,6781.76785409694,6.8612626348901,30.7925852348719,1.8395351976406,0,0.04946068786141,0.99463876195381,3,7.000306424313,0,4.6660542951371,18.017196385333,2.7537755210386,0,0,0,18.1705819148644,0,3.015379421175,1.9969524279678,0,61.637641154838,0,1.0031956776418,3.9957272136658,0
2011,"6231AG",0.00000044705631,0,18.0535235811236,2.0000004470563,13.1916189835858,8.1251273349708,0.9906154344824,4.52747960297584,0,0,110.5547617924,8.7613176654282,363.040326161552,5409.66050125279,12.2676806818446,16.9756719238792,5.9853838517722,6.6408884504206,2.7708006017702,2.77080058858332,1.98580148022168,1,0,7.9327573532234,1.697605739767,2.9853367584979,0,1.7238879697171,1.021020074957,26.7925423883429,2,5.7937846949197,0.7925466404704,4.8925031379886,252.815493783813,0,2.99231580692487,7.6860318465753,0
2011,"6231AH",1.98581218299459,0,41.772077442292,13.4605813814741,45.8439553528355,9.6818475964775,4.99197392841203,7.29980138909341,4.2367901878909,1.2967177457093,105.776848638003,22.4722015961213,873.142333374004,12442.2794028749,39.1223367132567,96.9881369585173,12.0748582788646,12.2499871438846,5.87348981840184,3,14.105767831764,5.3717040481877,0,19.0564954834826,43.275961348001,11.8317600017745,3.9999953874218,9.04430359402772,11.9956097137696,52.6063522808739,3.9999953874218,9.0080159093102,6.3337953999729,4.1027145126693,243.789318275932,3.355114912652,4.99999538742182,21.7989461018499,0
2011,"6231AJ",1.01259332298611,0,15.145331649036,1.4155224920923,17.4290221410803,3.9870958879946,0,1.00000461257818,0.7272479396579,0.7032822542907,24.4311371476218,7.6460155541443,429.579285111517,8457.24208574803,15.7841571044869,39.5674824969409,12.9397531547847,3.9766949052678,3.99946760164351,0,1.98284563642041,8.6290879359252,0,0.3325434255289,3.701831232795,5.0868852586902,0.0300532880085,1,2.0295663388698,30.2990313357965,1.0000046125782,10.2853132674934,5.6448846958886,2,65.858226127198,2.644885087348,0.00000461257818,11.6771409950731,0.69957936843145
2011,"6231AK",0.99999976049844,1,13.0406766568236,2.1238961264336,15.6906642824966,1.0110045502052,1.01741063710557,6.71431397867324,0.0359618724512,1.0000001096837,63.0797202995157,15.8633627993744,393.760762682355,5170.5922797085,18.901028291909,37.2656483716128,3.0000160452296,2.8823015396966,1.99999993446009,2.00001596920279,1.92558505159392,0,0,8.0079137528123,9.313095655936,0.093253765216,2.9640016781812,1.0026090248385,7.9538015151143,17.0812346686976,0,4.9908208497397,1.0174048358465,0.0000080226148,103.40068820696,4.0000080226148,0,11.8227128264703,0.29294669216834
2011,"6231AL",3.0151422731098,2.00028888857752,24.9755628625556,4.9999995529437,28.8740713869883,16.0139964092497,0.00000268968423,7.99999999999953,5.9945901396142,2.8706589086901,35.8692968321667,21.0058061427833,839.602241704408,6535.09865464424,28.0985800601905,56.0972478972028,5.9950372597727,18.244874651218,5.00226335750777,4.00139441092557,2.00191581821734,3.0000025505501,0,17.005827021899,3.00229984375,0.0025300789979,1.9950088968094,2.99578897067332,13.9851025802778,34.3378098644996,0,8.9976291658648,3.0029288911445,7.9992199070812,42.041878682838,0.9988161463411,2.00553605867425,25.0065468866311,1.99578618618861
2011,"6231AM",6.00000004530133,0.99971111142248,41.7468656603055,0,33.9533528918002,11.0639858837595,4.00678570080147,2.00132948452182,10.0079967324809,3.9997109205685,41.7035316066829,6.9738129260284,894.90481906518,6716.23432389703,33.7404258458545,69.2150741569625,19.5781884354021,12.9690006295104,15.6555178535133,5.96597881726819,5.99808418178266,1.7223691784965,0,13.0104727362696,15.996659133059,6.9952354967037,2.9999996860251,3.57038370862139,10.9518690106193,32.5546907820319,1,9.0615902466256,6.973743439178,10.9738943070924,49.550561781975,4.0615885496282,4.00000018785472,31.4943899169897,0.00426681122237
2011,"6231AN",0,1.00091565898691,37.9892449811152,4.0000003803593,26.2646005235746,5.0081390784302,1.42897589437744,9.03619863317988,6.8895001767935,0,58.1353603506265,24.035962539912,611.560422238752,7789.08441903698,25.6647518592139,55.8971429782435,10.0024712784134,13.0009230970032,0.023177850287,1.99999904891203,17.0598767685976,2.001552422515,0.00025901567651,16.998546081488,33.972823385861,17.6955611864786,0.014271497058,3.9821441712039,9.0011547314515,28.3168191815525,1,6.9985466755278,0.0001296623434,3.6344881611633,259.002234691035,13,5.99806834852662,9.5768747175771,0.00012952566632
2011,"6231AP",2,0.00000292075116,35.3101039373056,4.9999999630142,38.0721547684563,18.0757217081584,4.57102410562256,7.4274269305317,1.111418106726,1.1296300610576,39.5780884355522,14.9682515647394,720.188304525919,10035.0100056392,28.6051480411209,51.3066641098011,10.1400332633059,15.0021852679244,4.55120509279696,2.23295342260507,20.5950209055073,4.2778401337876,2,11.4019030968656,18.606463744719,4.5677931898226,2.7590828405211,10.9741201041861,3.8677173869156,47.21818743278,1,5.212821779922,3.2345302214598,8.0099973303246,245.403358245598,1.0000001496932,3.0040796158476,25.9113349446452,0.99994700258901
2011,"6231AQ",2,2.96415832700267,25.3590485356471,3.0396505263782,17.3810657019862,4.9997255012375,2,2.01270816248371,4.0001612402528,1,31.0617841223432,20.7004242169814,612.069150361445,8429.71679707974,29.0532815317583,49.531407049969,16.1000332935803,5.5690534493407,6.00016124025278,7.7907822521495,7.32358898013801,4.4977441309772,0,14.6843546592899,12.998119507976,6.4045497369809,3.3596088290848,4.05731933069606,6.4819962277719,45.7726485534839,2,5.9999979090697,5.0236433237082,5.4819994366492,56.730511889511,4,3.00028358181368,12.3734975798577,0.00028358181368
2011,"6231AR",2,1,20.6094123873334,3.0013483253679,18.2996496279581,8.0006795694521,0,2.69175396113091,0.0000000485903,1,64.5337316565602,18.0501762627474,455.068097945117,6606.6317168356,18.9868436722427,33.0063205977788,5.6985163946536,4.847876821336,3,2,4.00588269408617,17.1505245591743,2,24.0000025271574,17.986775409019,3.978086723075,5.9867762601689,2.99978679931096,0.0000011849476,45.6434705422613,0.9999988184499,1.0000020631538,2.9999988399154,6.382390611764,411.750049761774,0,6.99255430888063,3.0000019744458,2.99255104816387
2011,"6231AS",10.999997301406,2,81.9947493021142,30.6624811826914,91.2993171717307,62.0388387943667,14.7169222671307,28.2714011403602,32.1226963241992,16.999995378245,282.162088518605,86.5933996854962,1939.23359778992,21461.8540199765,81.9577360565367,161.255089868891,29.9699407598316,38.1382123659577,9.1232252489231,12.2555292173358,39.0787111695879,40.9052065918794,0.00000244032233,261.402806827927,131.483693338596,44.8909341582454,25.2237148109641,23.856224162158,26.4414809883142,146.135376831242,8.0000011815501,19.7263478872531,6.9999998837161,7.0013121916813,602.448043275251,3.0552751673681,10.217225772932,35.149145634729,17.9999213107242
2011,"6231AT",0.00000000997389,0,2.6032621713849,0.0058534359442,0.00985334842303,1.0255915654326,0,0.02341374377665,1.5721178990439,0,2.0077546981845,0.0234137637244,82.339882320927,875.64099308232,2.9900713722937,5.9933203227233,0.0445150524679,0.0728554368764,0,0,0.98082271713393,0.0006138785179,0,1.903039555366,0.25438752131,0.0232106100371,0.0006268457132,0.00586646398295,0.0006138313063,0.9856383543642,0,0.9987023212626,1,0.998689273276,7.956318219276,0,0.01020955300278,1.0034162223469,0
2011,"6231AU",1,5,35.6330242710823,21.9965406024839,39.0014497973521,25.9986574163744,1,21.0013679532596,8.0000773701094,8.000004621755,155.500314732046,29.0046423449867,996.635514440717,11613.1644676971,40.7626793405044,64.8869546238837,10.259736552105,24.9987579646637,3.00000030625643,6.00000074702427,14.0026076257094,8.0000007470243,0.99999755967767,35.7765948754058,92.313205414051,18.5537559000585,8.0845463870201,11.7711380018136,3.0000023108775,95.6751527541071,0,5.9983471935684,3.0000006739916,0,217.593161244885,5,4.007160376064,12.5159046473289,6.00724404156506
2011,"6231AW",1.00000268862007,0,25.6011870688857,14.7525000582931,27.8721288878233,5.9365071531369,0.28307773286925,1,9.3051083580571,0,29.0359987500908,20.2630662684129,768.41327272188,5411.7013619143,21.3749469918277,57.1814540199084,3.3127555251507,11.5261943765912,7.87677444482048,4.06771985054188,4.93650982880654,9.8712599237656,0.99999939057896,20.0889922634819,42.38275917914,9.0616164517362,4.5770570595552,4.27359258177922,9.5579031025544,25.386077409536,0,6.9991345299149,2.0000004478717,5.9999987098672,10.089052950553,2.0362274438576,0.00000053528048,13.0176634041742,3.99999999990514
2011,"6231AX",0.00000117535846,0,22.3309030941213,15.0192462670425,13.1727986680672,8.0000003005604,1,4.33787778227572,6.998701167375,1,30.5164588651568,10.1702991375782,477.592781187173,7919.4962432864,22.3066778861722,43.4304258875686,8.1727944181543,6.0055158852105,3.00021707450206,4.0000000136705,5.1689389216527,2,0.00000060942104,6.1693452337939,14.272314403222,4.0384924999088,1.1702280600877,0.02554556131861,5.9987029582523,32.1009309934696,1,4.2838793888009,8.9961035021249,2.9043324777436,54.883598067638,0.9084972390811,3.7357142960819,8.2152220258849,1
2011,"6332AC",3,1,14.0078293158795,1,1,2.999998833914,0,2.9999999424073,2.0068234809707,1,30.0667004861696,2.9999999424073,362.415764192001,2441.57092516203,12.3274321757624,11.4285180547544,5,3.0996148636612,0.09961491174089,2.31425034616331,0,0,3,1,0,0,0.9999999424073,1.9999999424073,0,6.0078293253925,0,2.3142503461633,0.0078293253925,1,12.314250230978,8.2570002185672,1.9999999424073,5,0
2011,"6332AD",3,0,11.9921706841205,0,2,2.000001166086,3,0.0000000575927,2.9931765190293,0,17.9332995138304,2.0000000575927,412.584235807999,3006.42907483797,15.6725678242376,11.5714819452456,6,10.9003851363388,2.90038508825911,2.68574965383669,0,0,0,6,0,3,1.0000000575927,0.0000000575927,0,11.9921706746075,0,0.6857496538367,3.9921706746075,1,7.685749769022,3.7429997814328,0.0000000575927,3,0
2011,"6332AF",0,2,2.9999999989991,1.000000028885,2.00000001884116,3.0000000030399,1,2.99999996686591,3.9999999969973,0,12.0053934724754,4.999999978147,268.134835873292,702.19416368172,6.0053934376532,7.0053935249002,4.0053934386541,1,0,1,0,1,0,3.0000000149429,0,0,3,1,1,7.9999999410161,0,0,5.9999999959964,0,14.000000213706,0,0,4.9999999769097,0
2011,"6332AG",4.9999999594481,2,23.0239817186576,2,12.975823702682,3.503699293018,1,3.00159396898531,2.0016578240277,1,54.2569211873016,11.0015939689853,665.512327206777,4460.80014362692,25.0928389638673,43.0367520931363,6.0603310988783,1.0043234795066,3.02511023382689,1.9999999594481,1,0.0043234795066,8.00432347950663,6.082508093177,2,7.9887582032013,1,2,3.0207867543203,25.024918327559,0,4.9998080937321,3.2548716836737,4,36.976005199962,1,1.99980809373214,34.9374137457602,0
2011,"6332AH",2.0000000405519,0,31.3391464556446,2.0000000846287,11.0241763326328,12.4959047176031,4.99999997847133,6.99840606414878,5.9983421706376,1.0000202211986,29.737705686349,21.9984060482836,1134.25007492036,6158.73214106192,43.6890810286952,47.744731382952,10.9338592772946,7.9956765094951,7.9748897767035,2.0000000405519,1,0.9956765204934,0.99567652049337,11.9174919564044,0,6.0112416602164,2.0000202815571,6,4.9792132298146,35.9746656048025,0,4.0001919062679,6.7451283163263,8.9999999841349,43.024014752524,0,3.00019190626786,62.8502956111616,1
2011,"6332AN",0.00005549103008,1,21.0001109820602,0,16,6.0016703738541,3,0.99999997849262,2,0,39.9999999643197,11.9999999784926,848.039428534681,6204.13570601572,22.0000111400349,57.0015816739723,10.9999999898485,12.9999999354779,1,8,7.00005549208436,2,10,4.0000111615423,3,3,1,2.99999997849262,0,18.0050110949791,2,0.9999999949243,3,5,13.001670373854,2,1,19.0033407477081,0
2011,"6332AP",0.99994450896992,1,11.9997391369013,1,2,3.9983296261459,1,1.00000002150738,0,0,10.999400511526,3.1280077131897,430.949483880809,1760.76552863588,9.0319907828857,18.0622722908303,2.0000000101515,4.0000000645221,0,0,3.99994450791564,0,0,6.9999888384577,0.032001922921,0,0,0.00000002150738,5,13.0906949117055,0,3.0000000050757,3.9998501189614,0,12.253895366395,0,0,7.9966592522919,0
2011,"6332AQ",0,0,5.3734567479961,1,5,0,0.99999834259749,0,1,1,2.9999984180778,3.9999983425975,192.107984166375,1166.19115888926,4.0000000309524,11.9999983653366,0.9999983580737,2,2,0,1,0,2.99999834259749,2,0,0,1,0,3,7.0000000300021,0,1,1.0000000227391,1,6.999998395339,0,0,1.373456725257,0
2011,"6332AR",1,3,14.6296940815951,0,0.0000000138396,5.007124312683,5.00000165740251,2.00712431085747,1,0,34.9866792426495,11.8769515755235,908.787199058048,3798.8687478967,20.9678939731355,20.9273172565047,13.9998975126972,10.9951175772648,9.00000008793516,1.99718020934578,0.99793745676692,5.0000000009127,0.00000165740251,7.9999999962092,4.967998508576,3,2.0000000009127,1.99999999712196,6.9911689648508,16.9025868348778,0.9999999962092,3.9971801214106,10.0286454569211,0,35.744228413589,0,0,7.6265435385485,2
